1.400345029999996882e+00,7.628568556249994970e-01
9.003543050000004655e-01,3.762801205624999312e+00
6.003598699999983523e-01,6.462751120625000567e+00
4.003635799999969436e-01,9.262699180624998974e+00
1.003691450000019358e-01,1.226264353062499879e+01
3.900298655000000281e+00,8.628550006249984250e-01
3.500306074999997463e+00,3.862799350624998240e+00
3.100313495000001751e+00,6.662747410624998423e+00
2.900317205000000342e+00,9.262699180624998974e+00
2.600322769999998229e+00,1.226264353062499879e+01
2.300328335000003221e+00,1.546258417062500001e+01
2.000333900000001108e+00,1.926251368062499836e+01
1.800337609999999700e+00,2.346243577062499952e+01
1.200348740000002579e+00,2.836234487562499851e+01
9.003543050000004655e-01,3.376224470562500102e+01
6.200255990000002271e+00,1.062851290624999834e+00
5.900261555000000158e+00,3.862799350624998240e+00
5.500268974999997340e+00,6.562749265624997719e+00
5.300272685000003037e+00,9.462695470625000382e+00
5.000278250000000924e+00,1.236264167562499949e+01
4.600285669999998106e+00,1.566258046062499787e+01
4.400289379999996697e+00,1.946250997062499977e+01
4.100294945000001690e+00,2.376243020562500163e+01
3.900298655000000281e+00,2.866233931062500062e+01
3.500306074999997463e+00,3.396224099562499532e+01
8.600211469999997860e+00,1.262847580624999466e+00
8.300217035000002852e+00,4.062795640624999649e+00
8.000222600000000739e+00,6.762745555624999128e+00
7.700228164999998626e+00,9.562693615624997534e+00
7.500231874999997217e+00,1.266263611062499805e+01
7.000241150000000800e+00,1.596257489562499998e+01
6.800244859999999392e+00,1.956250811562499692e+01
6.600248569999997983e+00,2.376243020562500163e+01
6.200255990000002271e+00,2.886233560062499492e+01
5.900261555000000158e+00,3.426223543062499743e+01
1.130016138500000267e+01,1.462843870624999099e+00
1.080017065999999915e+01,4.062795640624999649e+00
1.050017622499999703e+01,6.862743700624999832e+00
1.020018179000000202e+01,9.662691760624998238e+00
9.900187354999999911e+00,1.266263611062499805e+01
9.600192919999997798e+00,1.606257304062499713e+01
9.300198485000002790e+00,1.976250440562499833e+01
9.000204050000000677e+00,2.406242464062499664e+01
8.700209614999998564e+00,2.896233374562499563e+01
8.300217035000002852e+00,3.456222986562499955e+01
1.420010758999999823e+01,1.462843870624999099e+00
1.380011500999999896e+01,4.362790075624998209e+00
1.330012428499999899e+01,7.062739990624997688e+00
1.300012985000000043e+01,9.762689905624998943e+00
1.270013541499999832e+01,1.296263054562500017e+01
1.230014283500000261e+01,1.616257118562499784e+01
1.210014654500000120e+01,1.996250069562499974e+01
1.160015581999999768e+01,2.426242093062499805e+01
1.130016138500000267e+01,2.926232818062499774e+01
1.100016695000000055e+01,3.476222615562500096e+01
1.740004822999999945e+01,1.662840160624998731e+00
1.700005565000000018e+01,4.462788220624998914e+00
1.660006307000000092e+01,7.162738135624998392e+00
1.610007234500000095e+01,9.962686195625000352e+00
1.570007976499999813e+01,1.296263054562500017e+01
1.530008718499999887e+01,1.636256747562499925e+01
1.500009275000000031e+01,2.006249884062499689e+01
1.470009831499999819e+01,2.446241722062499946e+01
1.430010573499999893e+01,2.956232261562499986e+01
1.380011500999999896e+01,3.496222244562499526e+01
2.119997773999999779e+01,1.762838305624999435e+00
2.059998887000000067e+01,4.562786365624999618e+00
2.019999628999999786e+01,7.262736280624999097e+00
1.970000556499999789e+01,1.006268434062499750e+01
1.930001298499999862e+01,1.306262869062499732e+01
1.890002040499999936e+01,1.656256376562499710e+01
1.830003153499999868e+01,2.026249513062499830e+01
1.820003338999999798e+01,2.476241165562500157e+01
1.760004452000000086e+01,2.956232261562499986e+01
1.720005193999999804e+01,3.536221502562499808e+01
2.549989797499999966e+01,1.962834595624999068e+00
2.489990910499999899e+01,4.562786365624999618e+00
2.429992023499999831e+01,7.462732570625000506e+00
2.399992579999999975e+01,1.016268248562499821e+01
2.329993878499999838e+01,1.316262683562499802e+01
2.289994620499999911e+01,1.676256005562499851e+01
2.239995547999999914e+01,2.066248771062499756e+01
2.189996475499999917e+01,2.486240980062499517e+01
2.129997588499999850e+01,2.976231890562500126e+01
2.089998330499999923e+01,3.556221131562499949e+01
3.039980707999999865e+01,2.162830885624998700e+00
2.979981820999999798e+01,4.762782655624999251e+00
2.909983119500000015e+01,7.362734425624999801e+00
2.849984232499999948e+01,1.026268063062499891e+01
2.789985345499999880e+01,1.346262127062500014e+01
2.729986458499999813e+01,1.686255820062499922e+01
2.669987571499999746e+01,2.076248585562499827e+01
2.599988869999999963e+01,2.506240609062499658e+01
2.559989612000000037e+01,3.006231334062499627e+01
2.499990724999999969e+01,3.586220575062499449e+01
3.589970505499999831e+01,2.262829030624999405e+00
3.509971989499999978e+01,5.062777090624999587e+00
3.439973288000000196e+01,7.662728860624998362e+00
3.369974586499999702e+01,1.036267877562499962e+01
3.309975699499999990e+01,1.356261941562499729e+01
3.249976812500000278e+01,1.706255449062499707e+01
3.179978110999999785e+01,2.076248585562499827e+01
3.109979409500000003e+01,2.526240238062499799e+01
3.049980522499999935e+01,3.036230777562499838e+01
2.979981820999999798e+01,3.606220204062499590e+01
3.959963641999999595e+01,1.056267506562499747e+01
3.889964940499999813e+01,1.366261756062499799e+01
3.829966053500000100e+01,1.706255449062499707e+01
3.749967537499999537e+01,2.106248029062499683e+01
3.689968650499999825e+01,2.546239867062499940e+01
3.599970319999999901e+01,3.046230592062499909e+01
3.529971618500000119e+01,3.626219833062499731e+01
