1.400345029999996882e+00,1.628679856249988234e-01
1.000352450000001170e+00,2.162830885624998700e+00
6.003598699999983523e-01,4.262791930624999281e+00
4.003635799999969436e-01,6.862743700624999832e+00
1.003691450000019358e-01,9.762689905624998943e+00
3.800300509999999576e+00,3.628642756249984558e-01
3.500306074999997463e+00,2.362827175624998333e+00
3.300309785000003160e+00,4.462788220624998914e+00
2.800319059999999638e+00,6.962741845625000536e+00
2.600322769999998229e+00,9.662691760624998238e+00
2.300328335000003221e+00,1.286263240062499946e+01
2.000333900000001108e+00,1.686255820062499922e+01
1.600341319999998291e+00,2.126247658062499823e+01
1.400345029999996882e+00,2.646238012062499934e+01
1.000352450000001170e+00,3.256226696562499967e+01
6.000259700000000862e+00,3.628642756249984558e-01
5.800263409999999453e+00,2.462825320624999037e+00
5.600267119999998044e+00,4.562786365624999618e+00
5.300272685000003037e+00,6.962741845625000536e+00
5.100276395000001628e+00,9.762689905624998943e+00
4.700283814999998810e+00,1.316262683562499802e+01
4.300291235000003098e+00,1.706255449062499707e+01
4.100294945000001690e+00,2.156247101562500035e+01
3.800300509999999576e+00,2.666237641062500074e+01
3.500306074999997463e+00,3.276226325562500108e+01
8.500213324999997155e+00,4.628624206249991602e-01
8.200218890000002148e+00,2.462825320624999037e+00
7.900224455000000034e+00,4.662784510624998546e+00
7.600230019999997921e+00,7.162738135624998392e+00
7.400233729999996513e+00,1.026268063062499891e+01
7.100239295000001505e+00,1.336262312562499943e+01
6.800244859999999392e+00,1.726255078062499848e+01
6.500250424999997279e+00,2.166246916062500105e+01
6.200255990000002271e+00,2.686237270062499505e+01
5.900261555000000158e+00,3.306225769062499609e+01
1.120016324000000196e+01,5.628605656249998646e-01
1.090016880499999985e+01,2.462825320624999037e+00
1.060017436999999774e+01,4.862780800624998179e+00
1.020018179000000202e+01,7.262736280624999097e+00
9.900187354999999911e+00,1.016268248562499821e+01
9.600192919999997798e+00,1.346262127062500014e+01
9.300198485000002790e+00,1.736254892562499919e+01
9.000204050000000677e+00,2.186246545062499536e+01
8.600211469999997860e+00,2.706236899062499646e+01
8.300217035000002852e+00,3.336225212562499820e+01
1.410010944500000107e+01,7.628568556249994970e-01
1.380011500999999896e+01,2.562823465624999741e+00
1.340012242999999970e+01,4.962778945624998883e+00
1.300012985000000043e+01,7.462732570625000506e+00
1.280013355999999902e+01,1.036267877562499962e+01
1.230014283500000261e+01,1.366261756062499799e+01
1.210014654500000120e+01,1.746254707062499989e+01
1.170015396499999838e+01,2.206246174062499676e+01
1.150015767499999697e+01,2.736236342562499857e+01
1.110016509500000126e+01,3.346225027062499890e+01
1.750004637500000015e+01,7.628568556249994970e-01
1.690005750499999948e+01,2.762819755624999374e+00
1.670006121499999807e+01,4.862780800624998179e+00
1.620007048999999810e+01,7.562730715624997657e+00
1.580007790999999884e+01,1.036267877562499962e+01
1.540008532999999957e+01,1.386261385062499940e+01
1.510009089500000101e+01,1.766254336062499775e+01
1.460010017000000104e+01,2.226245803062499817e+01
1.430010573499999893e+01,2.766235786062500068e+01
1.400011130000000037e+01,3.396224099562499532e+01
2.119997773999999779e+01,8.628550006249984250e-01
2.069998701499999783e+01,2.762819755624999374e+00
2.019999628999999786e+01,5.062777090624999587e+00
1.980000370999999859e+01,7.762727005624999066e+00
1.930001298499999862e+01,1.046267692062500032e+01
1.890002040499999936e+01,1.416260828562499796e+01
1.850002782500000009e+01,1.786253965062499915e+01
1.810003524500000083e+01,2.256245246562500029e+01
1.760004452000000086e+01,2.786235415062499499e+01
1.710005379500000089e+01,3.406223914062499603e+01
2.549989797499999966e+01,8.628550006249984250e-01
2.499990724999999969e+01,2.862817900624998302e+00
2.439991837999999902e+01,5.162775235624998516e+00
2.389992765499999905e+01,7.762727005624999066e+00
2.349993507499999978e+01,1.076267135562499888e+01
2.289994620499999911e+01,1.406261014062499726e+01
2.239995547999999914e+01,1.816253408562499772e+01
2.189996475499999917e+01,2.276244875562500170e+01
2.139997402999999920e+01,2.816234858562499710e+01
2.089998330499999923e+01,3.456222986562499955e+01
3.029980893500000150e+01,9.628531456249991294e-01
2.979981820999999798e+01,3.162812335624998639e+00
2.909983119500000015e+01,5.262773380624999220e+00
2.859984047000000018e+01,7.862725150624999770e+00
2.789985345499999880e+01,1.096266764562500029e+01
2.739986272999999883e+01,1.426260643062499867e+01
2.679987385999999816e+01,1.826253223062499842e+01
2.619988498999999749e+01,2.326243948062499811e+01
2.569989426499999752e+01,2.836234487562499851e+01
2.509990539500000040e+01,3.466222801062500025e+01
3.589970505499999831e+01,1.062851290624999834e+00
3.529971618500000119e+01,3.162812335624998639e+00
3.449973102500000266e+01,5.262773380624999220e+00
3.379974400999999773e+01,8.062721440624997626e+00
3.299975884999999920e+01,1.086266950062499959e+01
3.249976812500000278e+01,1.466259901062499793e+01
3.179978110999999785e+01,1.836253037562499912e+01
3.119979224000000073e+01,2.306244319062499670e+01
3.069980151499999721e+01,2.866233931062500062e+01
2.989981635499999868e+01,3.506222059062499596e+01
3.969963456499999666e+01,8.162719585624998331e+00
3.919964384000000024e+01,1.126266208062499885e+01
3.829966053500000100e+01,1.456260086562499723e+01
3.769967166499999678e+01,1.856252666562499698e+01
3.699968464999999895e+01,2.356243391562500022e+01
3.629969763500000113e+01,2.856234116562499992e+01
3.539971432999999479e+01,3.526221688062499737e+01
