0.083959927	0.854003619
0.083974591	0.831979377
0.084485565	0.807816333
0.085488574	0.787938225
0.090935818	0.782703761
0.091932371	0.772522437
0.097361144	0.7950324
0.099819076	0.819821891
0.104260827	0.838197421
0.110191308	0.850462438
0.116123825	0.859668532
0.122064896	0.856027151
0.128005764	0.852691663
0.133949686	0.844767791
0.139893812	0.836538027
0.145347818	0.82114794
0.150800032	0.808449705
0.156744972	0.798996372
0.162694189	0.783119302
0.16863913	0.773665968
0.17457959	0.770942265
0.180523309	0.763324285
0.186472322	0.747753107
0.192417263	0.738299774
0.198358334	0.734658393
0.204297979	0.733158259
0.210242105	0.724928494
0.216188879	0.712722131
0.222136467	0.699292199
0.228079371	0.692897788
0.234022274	0.686503377
0.239966808	0.677661828
0.245913581	0.665455465
0.251858318	0.656308024
0.257801629	0.649301829
0.263743719	0.644130987
0.269689066	0.63406587
0.2756336	0.625224321
0.281577318	0.617606341
0.287520018	0.611517823
0.293462719	0.605429304
0.299405012	0.59995257
0.305349341	0.591416914
0.31129306	0.583798934
0.317234538	0.579545769
0.323177646	0.572845466
0.329118717	0.569204086
0.335060806	0.564033244
0.341004932	0.55580348
0.346945189	0.553385669
0.352890129	0.543932335
0.358832015	0.539067386
0.364773086	0.535426005
0.370714971	0.530561056
0.376657875	0.524166645
0.382602001	0.515936881
0.388543683	0.511377824
0.394481292	0.512936612
0.40042216	0.509601124
0.406364249	0.504430282
0.412306135	0.499565332
0.418246187	0.497453413
0.424187462	0.493506141
0.430128329	0.490170652
0.436073066	0.481023211
0.442016378	0.474017016
0.447958263	0.469152067
0.453899538	0.465204794
0.459840813	0.461257521
0.465782698	0.456392572
0.471723769	0.452751192
0.477665044	0.448803919
0.483606522	0.444550754
0.489545353	0.444274188
0.495487443	0.439103347
0.501429125	0.434544289
0.507367955	0.434267724
0.513313914	0.423284929
0.519253763	0.421478902
0.525193409	0.419978768
0.531036725	0.414501545
0.536579749	0.414070078
0.544009244	0.404777022
0.549651266	0.404315455
0.556385254	0.399026167
0.56083342	0.407766091
0.567772307	0.392046854
0.573808037	0.394890878
0.577665945	0.398213577
0.585328424	0.410640093
