#Wavenumber,e1,e2
1056,13.04917273,4.71468651
1059,13.05268637,4.716152095
1062,13.03624244,4.750283373
1065,13.04005434,4.751268452
1068,13.02396816,4.784520728
1071,13.02822582,4.784796083
1074,13.01269061,4.816888915
1077,13.01817295,4.815219425
1080,13.00701494,4.846276321
1083,13.01577357,4.848236418
1086,13.00418406,4.882398151
1089,13.01199842,4.885886247
1092,12.99979341,4.920759225
1095,13.00709378,4.925076722
1098,12.99444499,4.960367263
1101,13.00132233,4.965357945
1104,12.98827836,5.00097232
1107,12.99475425,5.006589886
1110,12.9813155,5.042510822
1113,12.98737685,5.048762243
1116,12.97350886,5.085024788
1119,12.979111,5.091963415
1122,12.96473287,5.128668997
1125,12.96978136,5.136419359
1128,12.95470089,5.173826511
1131,12.95896919,5.182700992
1134,12.94230705,5.222048841
1137,12.94194096,5.231736663
1140,12.92206635,5.267338331
1143,12.92209761,5.274266301
1146,12.90285227,5.308604376
1149,12.90318038,5.315061347
1152,12.88410764,5.348815718
1155,12.88450122,5.355136618
1158,12.86545966,5.388519049
1161,12.86580558,5.394863808
1164,12.84670838,5.428001255
1167,12.84692656,5.434479145
1170,12.82769908,5.467476044
1173,12.82771512,5.474184962
1176,12.80827356,5.50715305
1179,12.80799941,5.514205804
1182,12.78822229,5.547301434
1185,12.78752437,5.554867205
1188,12.76716744,5.588400284
1191,12.76576232,5.59683848
1194,12.74375795,5.632173686
1197,12.7373123,5.640917266
1200,12.71215984,5.671549313
1203,12.7065743,5.676867131
1206,12.68247299,5.705833651
1209,12.67750654,5.71030604
1212,12.65391178,5.738344345
1215,12.64929651,5.742327072
1218,12.62605517,5.769654377
1221,12.621675,5.773302476
1224,12.598711,5.800031371
1227,12.59450128,5.803431523
1230,12.57176929,5.829632155
1233,12.56768982,5.832838499
1236,12.54516092,5.858558157
1239,12.54118641,5.861605156
1242,12.51884304,5.886875575
1245,12.51496077,5.889781528
1248,12.49279684,5.914619548
1251,12.48901346,5.917379118
1254,12.46704464,5.941775227
1257,12.46346393,5.944268077
1260,12.44214191,5.96832193
1263,12.43890427,5.971274227
1266,12.41756326,5.995418479
1269,12.41418388,5.998510151
1272,12.39283696,6.02246311
1275,12.38937356,6.025624903
1278,12.36804121,6.049364849
1281,12.36450193,6.052586129
1284,12.34318725,6.076111897
1287,12.33957102,6.079392758
1290,12.31827131,6.10270983
1293,12.31457333,6.106054567
1296,12.2932828,6.129171637
1299,12.28949583,6.132587148
1302,12.26820631,6.155515313
1305,12.2643205,6.159011184
1308,12.24302073,6.181764519
1311,12.23902193,6.185354814
1314,12.21769499,6.207953065
1317,12.21355813,6.211663392
1320,12.19217131,6.23414267
1323,12.18780705,6.238067534
1326,12.16604065,6.260410788
1329,12.1612557,6.26407896
1332,12.13952713,6.28588388
1335,12.13476879,6.289490559
1338,12.11309679,6.311057339
1341,12.10828134,6.314692048
1344,12.08663123,6.336060209
1347,12.08173124,6.33975109
1350,12.06008197,6.360944572
1353,12.05507806,6.364710649
1356,12.03341164,6.385749392
1359,12.02828551,6.389608044
1362,12.00658333,6.410511885
1365,12.00131459,6.414482158
1368,11.97955479,6.435273533
1371,11.97411765,6.439379392
1374,11.95227139,6.460086918
1377,11.94662893,6.464362841
1380,11.92465274,6.485028647
1383,11.91874281,6.489533309
1386,11.89655584,6.510234887
1389,11.89024014,6.515100667
1392,11.86757847,6.5360923
1395,11.85982788,6.541605612
1398,11.83510852,6.561357458
1401,11.82710031,6.564725708
1404,11.80324456,6.58346477
1407,11.79549105,6.586549185
1410,11.77195548,6.604819722
1413,11.76431826,6.607758111
1416,11.74098196,6.62568444
1419,11.73339716,6.628540067
1422,11.7102016,6.64618345
1425,11.70262894,6.64899564
1428,11.67953567,6.666396496
1431,11.67194399,6.669195025
1434,11.64892201,6.686385491
1437,11.64128268,6.68919701
1440,11.61830235,6.706206894
1443,11.61058441,6.709059496
1446,11.58761243,6.725920956
1449,11.57977633,6.728849873
1452,11.55676844,6.745603871
1455,11.54875267,6.74866329
1458,11.52563715,6.76537405
1461,11.51731396,6.768676357
1464,11.49393303,6.785482485
1467,11.48474129,6.789524047
1470,11.45926809,6.805903007
1473,11.44888422,6.807758755
1476,11.42414965,6.822279088
1479,11.41442838,6.82352402
1482,11.39020587,6.837474305
1485,11.38079203,6.838428835
1488,11.35692936,6.851952744
1491,11.34772908,6.85270299
1494,11.32416136,6.865864442
1497,11.31513001,6.866452063
1500,11.29182217,6.879287504
1503,11.28293478,6.879736341
1506,11.25986613,6.892268907
1509,11.25110859,6.892593036
1512,11.22826726,6.904837735
1515,11.21963321,6.905044367
1518,11.19701425,6.917009998
1521,11.18850469,6.917099989
1524,11.16611029,6.928789177
1527,11.15773595,6.928755289
1530,11.1355783,6.94016235
1533,11.12736763,6.939982791
1536,11.10547817,6.951086471
1539,11.09750841,6.950699793
1542,11.07597323,6.961434901
1545,11.06864452,6.960516946
1548,11.04867772,6.971437926
1551,11.04178544,6.971999788
1554,11.02135619,6.98352556
1557,11.01414444,6.984332651
1560,10.99356416,6.99589772
1563,10.9861835,6.99682559
1566,10.96553896,7.008358256
1569,10.95803244,7.009370656
1572,10.9373566,7.020843735
1575,10.92974314,7.021924271
1578,10.90905073,7.033325698
1581,10.90133896,7.034466399
1584,10.88063586,7.045791354
1587,10.87282852,7.046988997
1590,10.85211503,7.058237117
1593,10.84421052,7.059491893
1596,10.82348237,7.070666357
1599,10.81547494,7.071981631
1602,10.79472282,7.083089373
1605,10.78660152,7.084472388
1608,10.7658088,7.095525692
1611,10.75755436,7.096989825
1614,10.73669043,7.108011163
1617,10.72826646,7.109582359
1620,10.70726267,7.120622037
1623,10.69858281,7.12236303
1626,10.67713239,7.133647349
1629,10.66728238,7.135231325
1632,10.64529388,7.145239991
1635,10.6357819,7.145971127
1638,10.61422294,7.155581433
1641,10.60489408,7.156160169
1644,10.5835497,7.165536166
1647,10.57431602,7.16602893
1650,10.55312913,7.175215602
1653,10.54395183,7.175651733
1656,10.52289349,7.184672509
1659,10.51374978,7.185069134
1662,10.49280138,7.193939408
1665,10.48367543,7.194308317
1668,10.46282306,7.203039699
1671,10.45370232,7.203390083
1674,10.43293433,7.211992279
1677,10.42380763,7.212332157
1680,10.4031132,7.220814036
1683,10.39396934,7.22115126
1686,10.37333731,7.229521687
1689,10.36416358,7.229864991
1692,10.34358105,7.238133777
1695,10.33436074,7.238494461
1698,10.31381069,7.246673978
1701,10.30451728,7.247069835
1704,10.28397276,7.255178862
1707,10.27454911,7.255648183
1710,10.25395248,7.26372571
1713,10.24412498,7.264452819
1716,10.22277071,7.272043596
1719,10.21292058,7.271839337
1722,10.19205718,7.279036263
1725,10.18234466,7.278727636
1728,10.16169789,7.285720027
1731,10.15206604,7.285346435
1734,10.1315785,7.292175225
1737,10.12200135,7.291754705
1740,10.10164656,7.298439437
1743,10.09210838,7.297982909
1746,10.07187004,7.304535968
1749,10.0623596,7.304051183
1752,10.04222587,7.310481741
1755,10.03273414,7.309974851
1758,10.01269534,7.316290451
1761,10.0032143,7.315766821
1764,9.983261756,7.321974187
1767,9.973783625,7.321438924
1770,9.953908798,7.327544509
1773,9.944425238,7.327002954
1776,9.924618987,7.333013439
1779,9.915120119,7.332471792
1782,9.895371591,7.338394755
1785,9.885844135,7.33786122
1788,9.866138758,7.34370636
1791,9.856561534,7.343193887
1794,9.836876014,7.348976042
1797,9.827204069,7.348512043
1800,9.807488331,7.354262111
1803,9.797514869,7.353973172
1806,9.77724518,7.359372414
1809,9.767179839,7.358362095
1812,9.747296222,7.363349578
1815,9.737401954,7.362227551
1818,9.717722276,7.367046369
1821,9.707918007,7.365863253
1824,9.688392211,7.370545894
1827,9.678651003,7.369318689
1830,9.659256087,7.373880636
1833,9.649563015,7.372618811
1836,9.630284961,7.377069819
1839,9.620629953,7.375779758
1842,9.601458763,7.380126969
1845,9.591834155,7.378813506
1848,9.572761907,7.383062672
1851,9.56316132,7.381729785
1854,9.54418122,7.385885862
1857,9.534598932,7.384537065
1860,9.515704742,7.388604571
1863,9.506135244,7.387243181
1866,9.48732087,7.391226445
1869,9.477758448,7.389855828
1872,9.459017512,7.39375924
1875,9.449455703,7.392383121
1878,9.430780964,7.396211456
1881,9.421211572,7.394834465
1884,9.402593809,7.398593499
1887,9.393004538,7.397222485
1890,9.374429567,7.400920635
1893,9.364795537,7.399569372
1896,9.346228983,7.403226106
1899,9.336422236,7.401931412
1902,9.317649449,7.405324287
1905,9.307884317,7.403693555
1908,9.289336966,7.40692667
1911,9.279630806,7.40525935
1914,9.261203031,7.408393023
1917,9.251530314,7.406703562
1920,9.233197123,7.409752534
1923,9.223544764,7.408048291
1926,9.205292688,7.411020695
1929,9.19565149,7.409306769
1932,9.17747063,7.412208615
1935,9.167832853,7.410489211
1938,9.149714576,7.413325686
1941,9.140072892,7.411604698
1944,9.122008784,7.414380745
1947,9.112355643,7.412662101
1950,9.094336823,7.415382788
1953,9.084663911,7.41367073
1956,9.066680389,7.416341579
1959,9.056978014,7.414640977
1962,9.03901787,7.417268375
1965,9.029274105,7.415585154
1968,9.011322231,7.41817697
1971,9.001521511,7.416518803
1974,8.98355738,7.419085487
1977,8.973677921,7.417463066
1980,8.955670959,7.420019924
1983,8.945679285,7.418449666
1986,8.927577277,7.421022585
1989,8.917414016,7.419533667
1992,8.899102356,7.422179348
1995,8.888630192,7.420839563
1998,8.869587696,7.423817435
2001,8.85755578,7.42183744
2004,8.838214073,7.422910477
2007,8.827010649,7.419909554
2010,8.808319975,7.42063558
2013,8.797499921,7.417447782
2016,8.779155775,7.417983181
2019,8.768579788,7.414679883
2022,8.750497406,7.415069365
2025,8.740104815,7.411681934
2028,8.722241368,7.411948632
2031,8.711997721,7.40849502
2034,8.694326578,7.408653643
2037,8.684209313,7.405145684
2040,8.666711864,7.405206714
2043,8.656704767,7.401652952
2046,8.639366935,7.401624452
2049,8.629457523,7.398031475
2052,8.612267993,7.397920005
2055,8.602446092,7.394293177
2058,8.585395273,7.394104329
2061,8.57565214,7.390448234
2064,8.558731489,7.390186982
2067,8.549059183,7.386505741
2070,8.53226067,7.386176707
2073,8.522651505,7.382474246
2076,8.505967085,7.38208196
2079,8.496412996,7.378362305
2082,8.479833917,7.377911525
2085,8.470325444,7.374179276
2088,8.453841001,7.373675552
2091,8.444365053,7.369936897
2094,8.4279596,7.369387917
2097,8.418492075,7.365653966
2100,8.402134318,7.365074366
2103,8.392581056,7.361387936
2106,8.376043328,7.360655486
2109,8.366430675,7.356606926
2112,8.350152501,7.355577917
2115,8.340730859,7.351453851
2118,8.324633708,7.350338239
2121,8.31532363,7.346175249
2124,8.299376311,7.344988116
2127,8.290156228,7.340796328
2130,8.27434371,7.339545253
2133,8.265202116,7.335330149
2136,8.249514769,7.334020162
2139,8.240443879,7.329785486
2142,8.224874507,7.328420441
2145,8.215868312,7.324169094
2148,8.200410983,7.322752216
2151,8.191464412,7.318486635
2154,8.176113878,7.317020788
2157,8.167222355,7.312743158
2160,8.151973702,7.311231003
2163,8.143132857,7.30694338
2166,8.127981251,7.305387493
2169,8.119186683,7.301091914
2172,8.104127136,7.299494886
2175,8.095374173,7.29519347
2178,8.080401266,7.293558027
2181,8.071684658,7.289253102
2184,8.056792147,7.287582264
2187,8.048105599,7.283276564
2190,8.033285755,7.281573919
2193,8.02462109,7.277270924
2196,8.009863372,7.275541167
2199,8.001208784,7.271245821
2202,7.986496623,7.269496069
2205,7.977832178,7.265216626
2208,7.963132081,7.263460881
2211,7.954413246,7.25921567
2214,7.939587917,7.257510605
2217,7.93048464,7.25311673
2220,7.915569509,7.250850272
2223,7.906747231,7.246075418
2226,7.892140256,7.243685055
2229,7.883478332,7.238859429
2232,7.869052614,7.236398665
2235,7.860505659,7.231541393
2238,7.846228706,7.229024352
2241,7.837776225,7.224144151
2244,7.823631562,7.221578203
2247,7.815261322,7.216680309
2250,7.801238305,7.214070334
2253,7.792941772,7.209158418
2256,7.779032511,7.206508097
2259,7.770803061,7.201585004
2262,7.757001131,7.198897367
2265,7.748833184,7.193965484
2268,7.735132956,7.191243187
2271,7.727021482,7.186304647
2274,7.713417716,7.183550146
2277,7.705357887,7.178606967
2280,7.691845425,7.175822638
2283,7.683832331,7.170876844
2286,7.670405823,7.168065098
2289,7.662434168,7.16311883
2292,7.649087754,7.160282233
2295,7.641151474,7.155337904
2298,7.627878353,7.152479338
2301,7.619970024,7.147539851
2304,7.606761767,7.144662777
2307,7.598871583,7.139731912
2310,7.585716884,7.136840832
2313,7.577830567,7.131924035
2316,7.564712596,7.129025479
2319,7.556806229,7.124131805
2322,7.543695799,7.121236888
2325,7.535718018,7.116385722
2328,7.522548511,7.11351954
2331,7.51427467,7.108795761
2334,7.500539383,7.105615274
2337,7.492140217,7.100065124
2340,7.478892985,7.096354725
2343,7.470860906,7.090686222
2346,7.45788678,7.086885704
2349,7.45004836,7.081165056
2352,7.437279624,7.077300893
2355,7.429590406,7.071545237
2358,7.416997482,7.067629241
2361,7.409435936,7.061846949
2364,7.397002064,7.057885973
2367,7.389555318,7.052082093
2370,7.377269641,7.04808069
2373,7.369929125,7.042258612
2376,7.357784036,7.038220063
2379,7.350543684,7.032382209
2382,7.338533593,7.028308996
2385,7.331388964,7.022457162
2388,7.319509662,7.018351221
2391,7.312457471,7.012486752
2394,7.300705781,7.008349613
2397,7.293743643,7.002473508
2400,7.282117227,6.998306369
2403,7.275243523,6.992419335
2406,7.2637408,6.9882231
2409,7.256954633,6.982325571
2412,7.245574783,6.978100852
2415,7.238876018,6.972192978
2418,7.227619084,6.967940069
2421,7.221008497,6.962021666
2424,7.209875627,6.957740454
2427,7.203355219,6.951810897
2430,7.192349189,6.947500686
2433,7.185922834,6.941558681
2436,7.175049172,6.937217799
2439,7.16872407,6.93126087
2442,7.157993934,6.926885657
2445,7.151784429,6.9209088
2448,7.141224609,6.916490086
2451,7.135166295,6.910480784
2454,7.124901383,6.90597484
2457,7.119271722,6.9001313
2460,7.10919273,6.896070085
2463,7.103399338,6.890501006
2466,7.093237772,6.886483565
2469,7.08740459,6.880947002
2472,7.077256551,6.87693915
2475,7.071420217,6.871422046
2478,7.061309207,6.867415449
2481,7.055484964,6.861912362
2484,7.045421649,6.857903272
2487,7.039617595,6.852411302
2490,7.029607838,6.848397697
2493,7.023828822,6.842915104
2496,7.01387613,6.838895804
2499,7.008125236,6.833421475
2502,6.998231771,6.829395783
2505,6.992511009,6.823928988
2508,6.982678078,6.819896513
2511,6.976988742,6.814436774
2514,6.967217053,6.810397335
2517,6.961559914,6.804944361
2520,6.951849725,6.800897935
2523,6.946225139,6.795451577
2526,6.936576329,6.791398273
2529,6.930984289,6.78595851
2532,6.921396386,6.781898554
2535,6.915836525,6.776465487
2538,6.906308693,6.772399228
2541,6.900780253,6.766973091
2544,6.891311227,6.762901021
2547,6.885812963,6.757482211
2550,6.876400918,6.753405005
2553,6.870930917,6.747994145
2556,6.861573217,6.743912746
2559,6.856128537,6.738510801
2562,6.846821237,6.734426585
2565,6.84139715,6.729035117
2568,6.832133904,6.724950254
2571,6.826722037,6.719572044
2574,6.817491235,6.715490449
2577,6.81207337,6.710131573
2580,6.802847586,6.706062428
2583,6.797348369,6.70074811
2586,6.787941542,6.696595541
2589,6.782354726,6.690963503
2592,6.773171348,6.686545047
2595,6.767783476,6.680865461
2598,6.758746211,6.676414538
2601,6.753466348,6.67071796
2604,6.744547262,6.66624414
2607,6.73935474,6.660537519
2610,6.730541976,6.656044929
2613,6.725427566,6.650331363
2616,6.716714679,6.645822289
2619,6.711673307,6.640103476
2622,6.703056362,6.635579349
2625,6.698084986,6.6298563
2628,6.68956145,6.62531807
2631,6.684658212,6.619591397
2634,6.676226443,6.61503971
2637,6.671390273,6.609309757
2640,6.663049262,6.604745041
2643,6.658279678,6.599011956
2646,6.650028915,6.594434467
2649,6.645325917,6.588698232
2652,6.637165323,6.584108081
2655,6.632529362,6.578368531
2658,6.624459268,6.573765688
2661,6.619891242,6.568022506
2664,6.611912409,6.563406798
2667,6.607413717,6.557659502
2670,6.599527388,6.553030597
2673,6.595100028,6.547278505
2676,6.587308034,6.542635877
2679,6.582954777,6.536878055
2682,6.575259715,6.532220926
2685,6.570984407,6.526456087
2688,6.563389938,6.521783334
2691,6.559198029,6.516009666
2694,6.551709411,6.511319648
2697,6.547608967,6.505534485
2700,6.540234068,6.500824713
2703,6.536237962,6.495023822
2706,6.528989442,6.490290261
2709,6.525121054,6.484465988
2712,6.518022052,6.479701206
2715,6.514336227,6.473835659
2718,6.50744126,6.469022062
2721,6.5042132,6.463025687
2724,6.49800758,6.458724015
2727,6.494619176,6.453514109
2730,6.488063307,6.449340141
2733,6.484581014,6.444175204
2736,6.477952129,6.440038645
2739,6.474432179,6.434900369
2742,6.467786243,6.430782942
2745,6.464253201,6.425663307
2748,6.457614578,6.421557042
2751,6.454082495,6.416451447
2754,6.447465064,6.412351804
2757,6.443943273,6.407257179
2760,6.437356204,6.40316116
2763,6.433851558,6.398075246
2766,6.427301556,6.393980664
2769,6.423819492,6.38890166
2772,6.41731185,6.384806794
2775,6.413856964,6.379733173
2778,6.407396146,6.375636577
2781,6.403972548,6.370566973
2784,6.397562538,6.36646736
2787,6.394174095,6.361400485
2790,6.387818648,6.357296649
2793,6.38446917,6.352231233
2796,6.378171997,6.348121986
2799,6.374865406,6.343056725
2802,6.36863035,6.338940839
2805,6.365370851,6.333874337
2808,6.359202063,6.329750487
2811,6.355994344,6.324681192
2814,6.349896499,6.32054789
2817,6.346745992,6.315474009
2820,6.340724567,6.31132951
2823,6.33763783,6.306248886
2826,6.331699521,6.302091059
2829,6.328684821,6.29700098
2832,6.322838196,6.292827093
2835,6.31990651,6.287723973
2838,6.314163152,6.283530329
2841,6.311330037,6.278409102
2844,6.305706769,6.274190324
2847,6.30299636,6.269043152
2850,6.297520302,6.264790558
2853,6.2949757,6.259603483
