Wavenumber,e1,e2
741,-2.193685083,44.9613559
744,-2.170552683,44.77532966
747,-2.137397843,44.60282677
750,-2.122098906,44.4101271
753,-2.100267294,44.22670737
756,-2.098305113,44.02066561
759,-2.097407082,43.79355823
762,-2.052043546,43.51713109
765,-1.96462341,43.29470784
768,-1.887084602,43.06347429
771,-1.785376024,42.86403901
774,-1.690732677,42.658951
777,-1.573734487,42.48282207
780,-1.448459734,42.31863988
783,-1.332659837,42.22959336
786,-1.285340778,42.12656572
789,-1.241080762,42.02072415
792,-1.217747839,41.89164962
795,-1.186547317,41.77236594
798,-1.173122429,41.6335581
801,-1.150149778,41.50645116
804,-1.143841488,41.36112895
807,-1.127566226,41.2279704
810,-1.128026775,41.076524
813,-1.118562366,40.93718133
816,-1.127918579,40.77715296
819,-1.128343454,40.62808385
822,-1.15900352,40.43922799
825,-1.136067712,40.22958607
828,-1.100263259,40.0365881
831,-1.053881856,39.85751167
834,-1.009552622,39.67789599
837,-0.954690179,39.51198201
840,-0.904474166,39.34251058
843,-0.843275637,39.18706949
846,-0.787559155,39.02707586
849,-0.719641299,38.88227424
852,-0.657398267,38.73264876
855,-0.579580515,38.60169389
858,-0.507094644,38.46619827
861,-0.400737599,38.36891896
864,-0.344508883,38.31363655
867,-0.317365635,38.2418655
870,-0.300801619,38.15901929
873,-0.287464245,38.07306415
876,-0.281778427,37.97923871
879,-0.275810034,37.88609954
882,-0.276885933,37.7857496
885,-0.276357822,37.68750667
888,-0.282643874,37.58229145
891,-0.286792436,37.47975184
894,-0.297736001,37.37024121
897,-0.306491003,37.26345304
900,-0.322304619,37.14937929
903,-0.33653137,37.03736418
906,-0.358818149,36.91693118
909,-0.383624177,36.79406117
912,-0.411511399,36.64599496
915,-0.412477512,36.49484062
918,-0.408420258,36.35006634
921,-0.398515698,36.21256541
924,-0.389901046,36.07453056
927,-0.376350076,35.94275131
930,-0.365217295,35.80919096
933,-0.349554317,35.68141841
936,-0.336690397,35.55143698
939,-0.319527929,35.42696565
942,-0.305283902,35.3001449
945,-0.286873147,35.17866494
948,-0.271350572,35.05485894
951,-0.251669951,34.93635725
954,-0.234664444,34.81575088
957,-0.212885754,34.70108347
960,-0.194558776,34.58730462
963,-0.176695776,34.47948413
966,-0.163655339,34.36713874
969,-0.147516481,34.25878716
972,-0.134994473,34.14720918
975,-0.11931233,34.03967555
978,-0.106941899,33.92924135
981,-0.09143157,33.82281358
984,-0.079047399,33.71368148
987,-0.063565674,33.60849416
990,-0.051052914,33.50076762
993,-0.035488516,33.39692037
996,-0.022726425,33.29070843
999,-0.006948944,33.18832046
1002,0.006266189,33.08381943
1005,0.022499833,32.98312832
1008,0.036987414,32.88118487
1011,0.052964647,32.7850546
1014,0.064198512,32.68627472
1017,0.077618581,32.59034302
1020,0.088038799,32.49177893
1023,0.100953494,32.39637774
1026,0.111108473,32.29859646
1029,0.123774218,32.20398364
1032,0.13383994,32.10715708
1035,0.146394114,32.01346375
1038,0.156489199,31.91770261
1041,0.169042366,31.82503096
1044,0.179284837,31.73044466
1047,0.191959674,31.63890889
1050,0.202513354,31.54565401
1053,0.215494474,31.4554321
1056,0.226689513,31.36383754
1059,0.240378457,31.27533182
1062,0.253680562,31.1869052
1065,0.266783172,31.10531867
1068,0.273916564,31.02121864
1071,0.282115518,30.9386189
1074,0.287415911,30.85340257
1077,0.29438986,30.77031325
1080,0.298799267,30.68495323
1083,0.30494136,30.60177617
1086,0.308695081,30.5165093
1089,0.314150335,30.43338778
1092,0.317339624,30.34830096
1095,0.322152286,30.26527342
1098,0.324796416,30.1803788
1101,0.328934355,30.09740449
1104,0.330987733,30.01264705
1107,0.334310653,29.92957338
1110,0.33562564,29.8447926
1113,0.337714027,29.76117836
1116,0.337869138,29.67593052
1119,0.336408313,29.5893747
1122,0.338879525,29.49569264
1125,0.346793196,29.40809821
1128,0.352840086,29.31903153
1131,0.361903471,29.23353231
1134,0.369145774,29.146603
1137,0.378898206,29.06270712
1140,0.386878006,28.97742697
1143,0.397140534,28.894935
1146,0.4056807,28.81110681
1149,0.416374304,28.72992307
1152,0.425399062,28.64745471
1155,0.436499912,28.56754067
1158,0.445992649,28.48640103
1161,0.457525029,28.40776754
1164,0.467527978,28.32798572
1167,0.479587541,28.25071619
1170,0.490254077,28.17243406
1173,0.50312226,28.09679991
1176,0.515152315,28.02071311
1179,0.529109963,27.94950727
1182,0.538156966,27.87872087
1185,0.547214015,27.80827727
1188,0.554469412,27.7363408
1191,0.562750266,27.66577319
1194,0.569367075,27.59385208
1197,0.577174949,27.52346258
1200,0.583391604,27.45179248
1203,0.590841307,27.3816913
1206,0.596748609,27.31035777
1209,0.60388579,27.24058489
1212,0.609515611,27.16961378
1215,0.616344407,27.10016722
1218,0.621689298,27.02954478
1221,0.628173026,26.96038163
1224,0.633181977,26.8900505
1227,0.639218296,26.82106223
1230,0.643763084,26.75088796
1233,0.649078513,26.68179512
1236,0.652813586,26.61142622
1239,0.656050268,26.54086485
1242,0.660113115,26.46545235
1245,0.668961998,26.39220293
1248,0.677523485,26.31903879
1251,0.688076662,26.24823217
1254,0.697726903,26.17688955
1257,0.709111333,26.10763625
1260,0.719488174,26.0377383
1263,0.731496052,25.96981631
1266,0.742464529,25.90121438
1269,0.75501991,25.83453407
1272,0.766527973,25.76716264
1275,0.779616025,25.70169532
1278,0.791659317,25.63553625
1281,0.80531211,25.57129944
1284,0.817927948,25.50637541
1287,0.832234912,25.44344232
1290,0.845515403,25.37982894
1293,0.860671633,25.31837467
1296,0.874812867,25.2562474
1299,0.891312235,25.19673485
1302,0.906807016,25.13655373
1305,0.927208991,25.0814399
1308,0.940718331,25.03172748
1311,0.951394442,24.9794922
1314,0.961152483,24.92659261
1317,0.970656554,24.87367099
1320,0.979269585,24.82011356
1323,0.988130025,24.76701705
1326,0.996125541,24.71331073
1329,1.004572834,24.66025983
1332,1.012182269,24.60662534
1335,1.020349043,24.55374483
1338,1.027707333,24.50030872
1341,1.035683815,24.44768179
1344,1.042885314,24.39453089
1347,1.050741947,24.34222116
1350,1.057864416,24.2894258
1353,1.065664723,24.23748981
1356,1.072785722,24.1851196
1359,1.080598085,24.13361802
1362,1.087817432,24.08176317
1365,1.095735302,24.03077993
1368,1.103241675,23.97961404
1371,1.111448725,23.92931756
1374,1.120096061,23.87964115
1377,1.127573042,23.83280105
1380,1.132993767,23.78419942
1383,1.13912944,23.73645108
1386,1.144069062,23.6877547
1389,1.149723205,23.63990913
1392,1.154365646,23.59128956
1395,1.159719978,23.54351602
1398,1.164150127,23.49505081
1401,1.169288156,23.44742548
1404,1.173557223,23.39916014
1407,1.178529183,23.3517276
1410,1.182672845,23.30369286
1413,1.187513694,23.25648316
1416,1.191559371,23.20870187
1419,1.196295988,23.16173737
1422,1.200266623,23.1142281
1425,1.204921542,23.067527
1428,1.208838327,23.02030659
1431,1.213432429,22.97388546
1434,1.217318239,22.92697226
1437,1.221874149,22.88084922
1440,1.225762822,22.83427167
1443,1.23031414,22.78847493
1446,1.234328425,22.74234384
1449,1.238750056,22.69725009
1452,1.242312355,22.65151941
1455,1.24652456,22.60655015
1458,1.250007188,22.56106391
1461,1.254132823,22.51633054
1464,1.257566988,22.47111497
1467,1.261637235,22.42664372
1470,1.265040718,22.38171254
1473,1.269073474,22.33751726
1476,1.272459636,22.2928801
1479,1.276468494,22.24897062
1482,1.27984898,22.20463545
1485,1.283845955,22.16102012
1488,1.287232032,22.11699456
1491,1.291228983,22.07368155
1494,1.294632632,22.02997386
1497,1.298642522,21.98697233
1500,1.302077846,21.94359266
1503,1.306116577,21.90091443
1506,1.3096024,21.85787723
1509,1.313692709,21.8155403
1512,1.317259002,21.77287013
1515,1.321442514,21.73090967
1518,1.325153658,21.68866237
1521,1.329576314,21.64720848
1524,1.333520881,21.60590232
1527,1.337425173,21.56557819
1530,1.340473735,21.52460899
1533,1.344019969,21.48422685
1536,1.346926944,21.44339671
1539,1.350346071,21.40316524
1542,1.353178167,21.36253291
1545,1.356525064,21.32250003
1548,1.359313658,21.28209195
1551,1.362615876,21.24228059
1554,1.365380805,21.20211263
1557,1.368656592,21.16253723
1560,1.371412846,21.12262081
1563,1.374676525,21.08329218
1566,1.377437088,21.04363686
1569,1.380701494,21.00456444
1572,1.38347909,20.96517953
1575,1.386757223,20.92637286
1578,1.389565989,20.88726889
1581,1.392872792,20.84873923
1584,1.395730845,20.80993027
1587,1.399086188,20.77169326
1590,1.402021385,20.73320208
1593,1.405457215,20.69528413
1596,1.408526706,20.65715967
1599,1.412112721,20.6196209
1602,1.415565889,20.58208417
1605,1.419164372,20.54575599
1608,1.421725443,20.50909082
1611,1.424569583,20.47279125
1614,1.426851154,20.43610016
1617,1.429523575,20.39987011
1620,1.431687417,20.36329661
1623,1.434259091,20.32719814
1626,1.436349892,20.29078066
1629,1.438852368,20.25484043
1632,1.440892767,20.2185976
1635,1.443344193,20.18283023
1638,1.445348175,20.14677291
1641,1.447760375,20.11118732
1644,1.449737416,20.07532232
1647,1.452118549,20.03992416
1650,1.454075278,20.00425574
1653,1.45643096,19.96904838
1656,1.458371834,19.93357885
1659,1.460705509,19.89856374
1662,1.462632899,19.86329359
1665,1.464945634,19.82847006
1668,1.46685927,19.79339744
1671,1.46914865,19.75876175
1674,1.471043732,19.72388081
1677,1.473300467,19.68942318
1680,1.475161022,19.65471823
1683,1.477355852,19.62041131
1686,1.479106089,19.58581394
1689,1.481191774,19.55136982
1692,1.483260588,19.51652537
1695,1.485886888,19.48227745
1698,1.488203055,19.44786053
1701,1.490954779,19.41393112
1704,1.493394712,19.37983063
1707,1.496242156,19.34619153
1710,1.498783587,19.31238585
1713,1.501717964,19.27902739
1716,1.504355242,19.24550959
1719,1.507375428,19.21242883
1722,1.510109651,19.17919793
1725,1.513218823,19.14639571
1728,1.516055392,19.11345448
1731,1.519260084,19.08093459
1734,1.522208267,19.04828917
1737,1.525518433,19.01605832
1740,1.528591975,18.98371871
1743,1.532021802,18.95178729
1746,1.535240643,18.91976881
1749,1.538810364,18.88815236
1752,1.542204277,18.85647877
1755,1.545943839,18.82520117
1758,1.549560506,18.79391162
1761,1.553517651,18.76301199
1764,1.557443913,18.73217925
1767,1.561705368,18.70173012
1770,1.566145561,18.67152807
1773,1.570915102,18.64170243
1776,1.576898291,18.61301544
1779,1.581102923,18.58712624
1782,1.583433088,18.55969029
1785,1.586097257,18.53261305
1788,1.587929883,18.50489027
1791,1.590095136,18.47752469
1794,1.591641737,18.44969745
1797,1.593518913,18.42222513
1800,1.594871496,18.39437229
1803,1.596552401,18.36687184
1806,1.597763082,18.33903766
1809,1.599299808,18.31155329
1812,1.600402618,18.28376635
1815,1.601829281,18.25632671
1818,1.602848619,18.22860724
1821,1.604189793,18.20123269
1824,1.605144434,18.17359601
1827,1.606419182,18.14630213
1830,1.607324495,18.11876063
1833,1.60854862,18.09156016
1836,1.609417982,18.06412446
1839,1.610605542,18.03702862
1842,1.611451445,18.00970856
1845,1.612616061,17.98272816
1848,1.613451267,17.95553379
1851,1.61460779,17.92868065
1854,1.615447092,17.90162372
1857,1.616614883,17.87491347
1860,1.617479043,17.84801079
1863,1.618692524,17.82147184
1866,1.619622024,17.79475693
1869,1.621017286,17.7685041
1872,1.621955234,17.74241323
1875,1.622877902,17.71661467
1878,1.623413129,17.69054855
1881,1.624171245,17.66473354
1884,1.624609048,17.63870791
1887,1.625291418,17.61295132
1890,1.625672309,17.58699994
1893,1.626305709,17.56132386
1896,1.626649422,17.5354628
1899,1.627249068,17.50987944
1902,1.627568454,17.48411888
1905,1.628145215,17.45863674
1908,1.628450127,17.43298432
1911,1.629012871,17.40761018
1914,1.629311761,17.38207232
1917,1.629868452,17.35681221
1920,1.630169248,17.33139488
1923,1.630727626,17.3062546
1926,1.631038371,17.28096386
1929,1.631606529,17.25594951
1932,1.631936025,17.23079205
1935,1.632523058,17.20591057
1938,1.63288173,17.18089442
1941,1.633498683,17.15615436
1944,1.633900001,17.13129013
1947,1.634561522,17.10670308
1950,1.635024867,17.08200631
1953,1.635752657,17.05758975
1956,1.636310409,17.03308691
1959,1.637142108,17.00887172
1962,1.637864382,16.98462096
1965,1.63888613,16.96067869
1968,1.640087935,16.93694396
1971,1.641160035,16.91430898
1974,1.641272484,16.89149325
1977,1.641396191,16.86873549
1980,1.641137421,16.84570475
1983,1.641031798,16.82285105
1986,1.640605221,16.79977598
1989,1.640358361,16.77689998
1992,1.639818899,16.75382628
1995,1.63946906,16.73095968
1998,1.638843835,16.70790967
2001,1.638412466,16.68507001
2004,1.637717816,16.66205692
2007,1.637218564,16.63925519
2010,1.636465351,16.61628763
2013,1.635907507,16.59353112
2016,1.635103326,16.57061499
2019,1.634493395,16.54790866
2022,1.633643638,16.52504796
2025,1.632986113,16.50239508
2028,1.632094498,16.47959244
2031,1.631392216,16.45699491
2034,1.630461019,16.43425172
2037,1.629715232,16.41171008
2040,1.628745285,16.38902655
2043,1.627955439,16.36653984
2046,1.62694587,16.34391475
2049,1.626108932,16.32147993
2052,1.625056469,16.29891002
2055,1.624165281,16.27652062
2058,1.623062593,16.25399927
2061,1.622101362,16.23164155
2064,1.620932559,16.20915497
2067,1.619860074,16.18679394
2070,1.618583984,16.16430714
2073,1.617181566,16.14175917
2076,1.616018667,16.11856587
2079,1.615394312,16.09587176
2082,1.614571188,16.07305918
2085,1.614062228,16.05055748
2088,1.613357273,16.02793937
2091,1.612920807,16.00559355
2094,1.612291243,15.98313348
2097,1.611910168,15.96092861
2100,1.61133893,15.93861172
2103,1.611004859,15.91654021
2106,1.610483582,15.89435891
2109,1.610192215,15.87241657
2112,1.609716631,15.85036673
2115,1.609466019,15.82855136
2118,1.609034231,15.80663081
2121,1.608824029,15.78494156
2124,1.608435775,15.76314951
2127,1.608266923,15.7415866
2130,1.60792327,15.71992339
2133,1.607797916,15.69848804
2136,1.607501209,15.67695505
2139,1.607422828,15.65564959
2142,1.607176842,15.63424941
2145,1.607150575,15.61307757
2148,1.606960915,15.59181431
2151,1.606994247,15.57078175
2154,1.606869149,15.5496617
2157,1.606973251,15.52877716
2160,1.606925182,15.50781011
2163,1.607117789,15.48708776
2166,1.607166948,15.46628994
2169,1.607479675,15.44575547
2172,1.607663184,15.42515715
2175,1.608167231,15.40486912
2178,1.608573005,15.38454269
2181,1.609594845,15.36477171
2184,1.610082884,15.34578889
2187,1.609997931,15.32696152
2190,1.609522847,15.30784604
2193,1.60906649,15.28878211
2196,1.608372043,15.26955634
2199,1.607754876,15.25043061
2202,1.606931691,15.23116956
2205,1.606209931,15.21202843
2208,1.605296956,15.19276412
2211,1.604498067,15.17363005
2214,1.603516942,15.15438011
2217,1.602657336,15.1352664
2220,1.601621785,15.11604188
2223,1.60071237,15.09695723
2226,1.599631812,15.0777656
2229,1.598680309,15.05871608
2232,1.597561538,15.03956263
2235,1.596573637,15.02055261
2238,1.595421702,15.00144117
2241,1.594401683,14.98247386
2244,1.593220385,14.96340724
2247,1.592171477,14.94448496
2250,1.590963647,14.92546516
2253,1.589888232,14.90658955
2256,1.588655885,14.88761789
2259,1.587555589,14.86878994
2262,1.586299967,14.84986711
2265,1.585175649,14.8310872
2268,1.583897147,14.81221318
2271,1.582748763,14.79348092
2274,1.581446678,14.77465478
2277,1.58027288,14.75596871
2280,1.578944755,14.73718807
2283,1.577741857,14.71854479
2286,1.576381684,14.69980432
2289,1.575140204,14.68119563
2292,1.57373167,14.66248144
2295,1.572411403,14.64387361
2298,1.570925143,14.62504214
2301,1.569732817,14.60625082
2304,1.568496344,14.58745705
2307,1.567405539,14.56881833
2310,1.566212489,14.55012874
2313,1.56515808,14.53158819
2316,1.563991241,14.51298815
2319,1.562959467,14.494534
2322,1.561811935,14.47601743
2325,1.56079703,14.45764456
2328,1.559665333,14.43920823
2331,1.558664334,14.42091382
2334,1.557546568,14.40255581
2337,1.556557839,14.38433817
2340,1.555452956,14.36605727
2343,1.554475606,14.34791531
2346,1.553383097,14.32971077
2349,1.552416713,14.31164382
2352,1.551336449,14.29351518
2355,1.550380965,14.27552285
2358,1.549313125,14.25746993
2361,1.548368762,14.23955208
2364,1.547313811,14.22157493
2367,1.546381062,14.20373163
2370,1.545339765,14.18583056
2373,1.544419415,14.16806213
2376,1.543392903,14.15023776
2379,1.542486094,14.13254481
2382,1.54147599,14.11479816
2385,1.540584347,14.09718173
2388,1.539592996,14.0795144
2391,1.538718866,14.06197611
2394,1.537749804,14.04439074
2397,1.536896713,14.02693319
2400,1.535955673,14.00943419
2403,1.535129336,13.9920618
2406,1.534226894,13.97465764
2409,1.533437846,13.95737883
2412,1.532599156,13.94009004
2415,1.531872457,13.92292527
2418,1.531225151,13.90585739
2421,1.530437182,13.8892142
2424,1.529344698,13.87234749
2427,1.52836279,13.85560143
2430,1.527206299,13.83873948
2433,1.526159416,13.82199723
2436,1.524964721,13.80516115
2439,1.523878555,13.78844374
2442,1.522656564,13.77164229
2445,1.521541959,13.75495844
2448,1.520298561,13.73819623
2451,1.519161356,13.72155048
2454,1.517900118,13.70483019
2457,1.516743829,13.6882252
2460,1.515467021,13.67154843
2463,1.514293867,13.65498576
2466,1.513002941,13.63835344
2469,1.511814313,13.62183397
2472,1.51051014,13.60524655
2475,1.509306836,13.58877067
2478,1.507989834,13.57222822
2481,1.506772178,13.55579592
2484,1.505442371,13.5392982
2487,1.504210265,13.52290914
2490,1.502867297,13.50645558
2493,1.501620228,13.49010905
2496,1.500263336,13.47369874
2499,1.499000329,13.45739368
2502,1.497628274,13.44102533
2505,1.496347789,13.42476019
2508,1.494958721,13.408432
2511,1.493658463,13.39220459
2514,1.492249673,13.37591404
2517,1.490926245,13.35972129
2520,1.489493697,13.34346476
2523,1.488141917,13.32730209
2526,1.486679311,13.31107408
2529,1.485290733,13.29493421
2532,1.483787219,13.27872542
2535,1.482346271,13.26259513
2538,1.480779129,13.24638641
2541,1.479248874,13.23023472
2544,1.477531131,13.21395346
2547,1.475847636,13.1974771
2550,1.47441147,13.18073481
2553,1.473260191,13.16425831
2556,1.472047414,13.14775948
2559,1.470992669,13.13142082
2562,1.469864474,13.11504976
2565,1.468868075,13.09881692
2568,1.467793549,13.08254763
2571,1.466838994,13.06640659
2574,1.465804054,13.05022709
2577,1.464882072,13.03416987
2580,1.463878538,13.01807307
2583,1.462983136,13.0020944
2586,1.462005591,12.98607552
2589,1.461132525,12.97017158
2592,1.460177061,12.9542271
2595,1.45932312,12.93839495
2598,1.458386733,12.92252208
2601,1.457549353,12.90675932
2604,1.45662961,12.89095577
2607,1.455806646,12.87526034
2610,1.454901484,12.85952412
2613,1.454091059,12.84389418
2616,1.453198649,12.8282235
2619,1.452399049,12.81265735
2622,1.451517699,12.79705053
2625,1.450727285,12.78154655
2628,1.449855355,12.76600196
2631,1.449072483,12.75055852
2634,1.448208302,12.7350745
2637,1.447431235,12.71968988
2640,1.446573011,12.70426468
2643,1.445799802,12.688937
2646,1.444945492,12.67356867
2649,1.444173806,12.65829573
2652,1.443320915,12.64298192
2655,1.442547726,12.62776094
2658,1.441692947,12.61249865
2661,1.440913906,12.59732576
2664,1.440052361,12.58211068
2667,1.439260232,12.56697962
2670,1.43838351,12.5518045
2673,1.437562721,12.53670206
2676,1.436651698,12.52155076
2679,1.435732663,12.50641887
2682,1.434816521,12.49106364
2685,1.434142865,12.47581117
2688,1.433442632,12.46056385
2691,1.432858319,12.44544003
2694,1.432216116,12.43029522
2697,1.431676176,12.4152624
2700,1.431072418,12.40020353
2703,1.430564576,12.38525124
2706,1.429990624,12.37027085
2709,1.429508695,12.35539366
2712,1.428959574,12.34048736
2715,1.428499708,12.3256818
2718,1.427972116,12.31084657
2721,1.42753162,12.29611013
2724,1.42702315,12.28134369
2727,1.42659999,12.26667442
2730,1.426108773,12.25197496
2733,1.425701322,12.23737124
2736,1.425225827,12.22273722
2739,1.424832721,12.20819764
2742,1.424371643,12.19362772
2745,1.423991693,12.17915105
2748,1.423543873,12.16464399
2751,1.423176005,12.15022907
2754,1.422740375,12.13578373
2757,1.422383584,12.12142947
2760,1.421959126,12.10704476
2763,1.421612434,12.09275008
2766,1.421198139,12.0784249
2769,1.420860561,12.06418875
2772,1.420455386,12.04992198
2775,1.420125887,12.03574323
2778,1.419728705,12.02153369
2781,1.419406144,12.00741116
2784,1.419015672,11.99325753
2787,1.418698722,11.97918986
2790,1.418313404,11.96509061
2793,1.418000424,11.9510762
2796,1.417618231,11.93702941
2799,1.417307021,11.9230662
2802,1.416925027,11.9090692
2805,1.416612323,11.89515424
2808,1.416225649,11.88120276
