#Frequency	Eps1	Eps2
259.06	-61.8876367752102	147.013342129456
259.702	-61.875401960726	146.540559620135
260.345	-61.7789994513203	145.994249471745
260.988	-61.6565898833111	145.463631519612
261.631	-61.4795464702986	144.973085821018
262.274	-61.3690121491931	144.516088940331
262.917	-61.2399000978199	144.036951418206
263.559	-61.1087929206845	143.56927878773
264.202	-60.977137059275	143.108093720228
264.845	-60.8446970347487	142.657214178604
265.488	-60.7379850819137	142.195738719366
266.131	-60.5874031672698	141.723744145011
266.774	-60.4337787473333	141.27286682072
267.416	-60.2543369114912	140.846770528294
268.059	-60.0928720342644	140.45406919363
268.702	-59.9251648821009	140.102531546742
269.345	-59.8441041994397	139.778799297978
269.988	-59.8192826413882	139.393308954915
270.63	-59.7339754368081	138.961408602817
271.273	-59.6229071658424	138.554666963739
271.916	-59.5040456318318	138.196987416537
272.559	-59.4715004743688	137.858054390363
273.202	-59.4690063193576	137.468740580292
273.845	-59.4789138059657	137.001408813678
274.487	-59.3598919904976	136.514331125136
275.13	-59.2297881065066	136.101197557808
275.773	-59.1125942378568	135.743304871155
276.416	-59.0800499443099	135.40389811557
277.059	-59.1007235775595	135.00120724761
277.702	-59.088720553332	134.526169088843
278.344	-59.0164919664319	134.021752991508
278.987	-58.8529439449167	133.560168818925
279.63	-58.7220549581684	133.168116360277
280.273	-58.6110460975868	132.790416918987
280.916	-58.5202281854205	132.416683218389
281.559	-58.4293787634425	132.047780716516
282.201	-58.3551843650369	131.706853248225
282.844	-58.3681973000792	131.341240405619
283.487	-58.3736154683811	130.884197620284
284.13	-58.3047068482533	130.363766697521
284.773	-58.0865165901289	129.889372376103
285.416	-57.8693094327135	129.554043431917
286.058	-57.7450963362603	129.289642948398
286.701	-57.7031988989134	129.018963608788
287.344	-57.7314615243743	128.681272448755
287.987	-57.7076720545411	128.281381848243
288.63	-57.6635257232224	127.881096073222
289.272	-57.5976231989371	127.494325276066
289.915	-57.5495821135991	127.122265966896
290.558	-57.5238106950714	126.731093814082
291.201	-57.4817547212391	126.311010099332
291.844	-57.423091242859	125.868664697217
292.487	-57.3071141218554	125.415804669527
293.129	-57.1279683805488	125.006083986711
293.772	-56.9404254348803	124.664032651028
294.415	-56.7417505715313	124.414815957371
295.058	-56.6683029450923	124.243772448241
295.701	-56.7150159497641	124.037775424029
296.344	-56.8098675689392	123.749559174083
296.986	-56.9150816906919	123.373726219794
297.629	-56.9499813379081	122.944635530296
298.272	-56.9442851640747	122.528770120718
298.915	-56.9339891023533	122.14538301924
299.558	-56.9795303531139	121.764900286634
300.201	-57.0692479617239	121.313211315292
300.843	-57.1124100936864	120.769453510542
301.486	-57.0676644818738	120.168008281989
302.129	-56.8725436370739	119.596574284298
302.772	-56.6296914029369	119.139214246794
303.415	-56.4147891675554	118.775737200481
304.058	-56.2702283371258	118.44107451224
304.7	-56.1450239152025	118.102025631144
305.343	-56.0584333384619	117.738912303546
305.986	-55.9208711231946	117.355148108286
306.629	-55.7609357386079	117.020532919375
307.272	-55.6519724984413	116.711856109169
307.914	-55.5428317487227	116.411784443782
308.557	-55.5064550028193	116.086520360502
309.2	-55.4047966392125	115.717903372744
309.843	-55.2625974156706	115.408407577715
310.486	-55.1845301338781	115.155237271204
311.129	-55.1766595090581	114.893823797945
311.771	-55.2258335515698	114.5774273124
312.414	-55.283072288208	114.170658214751
313.057	-55.2585899920552	113.714179801141
313.7	-55.1985559406778	113.263578557762
314.343	-55.1039878336847	112.82121701591
314.986	-54.9906562155854	112.398215318664
315.628	-54.8759726998558	111.99361556088
316.271	-54.7794582831631	111.578783026758
316.914	-54.6508206205301	111.154927712238
317.557	-54.5405113046525	110.712607142413
318.2	-54.3690402025455	110.224288822147
318.843	-54.0812058467766	109.768681731041
319.485	-53.7534017246899	109.428530361371
320.128	-53.4840535202114	109.185967886427
320.771	-53.3113734250384	108.955347011924
321.414	-53.1765265253267	108.668567032178
322.057	-52.9981265102312	108.34469348158
322.7	-52.7709819390128	108.042360104845
323.342	-52.5223652324072	107.811517619658
323.985	-52.349815964401	107.628190079666
324.628	-52.2271120240896	107.422749846235
325.271	-52.1257553216167	107.163262218071
325.914	-51.9484550601158	106.882820810196
326.556	-51.7346875458165	106.67076808573
327.199	-51.5780550514025	106.521439689205
327.842	-51.5006146347188	106.359281352047
328.485	-51.4449004944857	106.133488550573
329.128	-51.3298419965132	105.880706003452
329.771	-51.197322202792	105.657870055705
330.413	-51.0787870736334	105.454476018409
331.056	-50.9597955607864	105.26104253013
331.699	-50.8545250805639	105.086543718655
332.342	-50.7799111960443	104.915366941152
332.985	-50.7221904344154	104.727491522128
333.628	-50.6488725203936	104.542976893362
334.27	-50.6211031363902	104.359484325429
334.913	-50.5966630824236	104.141114162682
335.556	-50.5592094038887	103.898864288124
336.199	-50.4919967699111	103.651186825544
336.842	-50.4097451072358	103.410423977279
337.485	-50.295412117105	103.19962213499
338.127	-50.2069372966035	103.033409259594
338.77	-50.1624179636952	102.870490240751
339.413	-50.1343577968544	102.694859924572
340.056	-50.1385535755315	102.485526735676
340.699	-50.1025298650377	102.22940322567
341.342	-49.9915400807482	101.994124542745
341.984	-49.8587016934191	101.845645156758
342.627	-49.7914972996737	101.781781410456
343.27	-49.8548685584394	101.72511240647
343.913	-50.0133706551341	101.575114472104
344.556	-50.1679987602233	101.290732942823
345.198	-50.2111692106039	100.938537048543
345.841	-50.1799063773333	100.601165463758
346.484	-50.102698892429	100.301314314182
347.127	-50.0080389109587	100.044205258377
347.77	-49.9111995775983	99.8202063388477
348.413	-49.7959626031144	99.6540207850116
349.055	-49.7471774304929	99.5495744092298
349.698	-49.7835921735856	99.4423523652123
350.341	-49.8808504967468	99.2788509304809
350.984	-49.9831229555626	99.0332430371243
351.627	-50.0174769586193	98.7395726343734
352.27	-49.9946294621703	98.4601731524084
352.912	-49.9403188355801	98.2230188043974
353.555	-49.882507231136	98.0450943692206
354.198	-49.8770587414652	97.9128734713417
354.841	-49.9268759762064	97.789277003323
355.484	-50.0320125414961	97.6572901503763
356.127	-50.2094590351052	97.4739091888385
356.769	-50.3902844419111	97.210097478905
357.412	-50.5453528118286	96.8840270438869
358.055	-50.6451141588526	96.5268392263835
358.698	-50.7021275632183	96.173033991917
359.341	-50.7299113309772	95.841127600594
359.984	-50.7555013563414	95.5449659605028
360.626	-50.8198227646361	95.2745167540784
361.269	-50.9519485335921	94.9724166948052
361.912	-51.0981881255745	94.5932652163856
362.555	-51.2175669494468	94.126727493199
363.198	-51.2289194797321	93.6140947366263
363.84	-51.1453954756303	93.1359956639927
364.483	-51.0206501750965	92.7358661100377
365.126	-50.934546586844	92.3904914655076
365.769	-50.887568042017	92.0432390741962
366.412	-50.8534438020053	91.6656533575844
367.055	-50.8064295671404	91.244541819847
367.697	-50.6944445869281	90.8008852239003
368.34	-50.5192537559047	90.3738821671213
368.983	-50.2809873424286	90.0106912213482
369.626	-50.0564689646458	89.7242384009238
370.269	-49.8578448553232	89.4876518993426
370.912	-49.7100512910188	89.2732298565228
371.554	-49.5875947580206	89.0570839617345
372.197	-49.4779172806769	88.8535995978344
372.84	-49.4174895689879	88.6659840990466
373.483	-49.4440777220699	88.4271991033481
374.126	-49.4699027103969	88.0757054074469
374.769	-49.4097997812394	87.6432669506069
375.411	-49.2519591090846	87.1114517771247
376.054	-48.6624501160529	86.8391968056055
376.697	-48.4585862718549	86.8497578681527
377.34	-48.3509954243358	86.8083310161273
377.983	-48.3637881912854	86.7158464821045
378.626	-48.4127139561575	86.5251035463505
379.268	-48.4496762800984	86.2398113272576
379.911	-48.4026982498066	85.9046490429395
380.554	-48.2967709254522	85.5775538306445
381.197	-48.1440602123527	85.2799124786143
381.84	-47.9684976839402	85.0250693076519
382.482	-47.7824823769337	84.8307718077432
383.125	-47.6432111606375	84.6956159585107
383.768	-47.5856135125068	84.5684442967649
384.411	-47.5857428359164	84.3975666599758
385.054	-47.6087164697868	84.15742007786
385.697	-47.6075036092126	83.8418347997393
386.339	-47.5257541393543	83.4930377984065
386.982	-47.3869986848079	83.154275617507
387.625	-47.192943087231	82.8552158015111
388.268	-47.0005011859075	82.59436649251
388.911	-46.7864005620516	82.3521511538757
389.554	-46.540748376122	82.1591229493665
390.196	-46.3076209142502	82.0348941235338
390.839	-46.1195090537268	81.9671303580513
391.482	-46.0090538960073	81.9182068946995
392.125	-45.9652979604862	81.8293853180061
392.768	-45.9104872557835	81.7040610179267
393.411	-45.8667160303407	81.5644530210703
394.053	-45.8120449590033	81.4168969579972
394.696	-45.768576610766	81.2740723452812
395.339	-45.7465464930283	81.119315663916
395.982	-45.7353777193423	80.9311054430841
396.625	-45.7023837135581	80.7064360598827
397.268	-45.6150895195754	80.4812286771501
397.91	-45.5067193438657	80.2901108168234
398.553	-45.3985818823909	80.1422884789874
399.196	-45.3446222145963	80.0050156910543
399.839	-45.3012075272453	79.8442986946733
400.482	-45.2576184689656	79.657426383035
401.125	-45.1612251456581	79.4858772548969
401.767	-45.0862111167107	79.3644935014103
402.41	-45.0644093261782	79.2573526355412
403.053	-45.0953678511398	79.1274819274402
403.696	-45.1670058300513	78.9298539517051
404.339	-45.2057832251804	78.6557791094871
404.981	-45.1806308393195	78.344291505657
405.624	-45.0820208716316	78.0413426222502
406.267	-44.9428937150198	77.7795633983598
406.91	-44.7949415266789	77.5603027864752
407.553	-44.6582479874689	77.3639343039314
408.196	-44.5121338495632	77.1832691880781
408.838	-44.3668976449886	77.0273354010697
409.481	-44.2229270736025	76.9039258013274
410.124	-44.1100483592381	76.8106243743359
410.767	-44.0382110015156	76.7228157659972
411.41	-43.9962264970004	76.6142058308711
412.053	-43.9443090221393	76.5001404372478
412.695	-43.9228071451711	76.3872245646595
413.338	-43.9207208174579	76.2498491685676
413.981	-43.9180338718543	76.0789029797854
414.624	-43.8847443106076	75.8921207483888
415.267	-43.8318882282465	75.7183239309582
415.91	-43.7891662499577	75.5535244602595
416.552	-43.7460802342763	75.3854929625017
417.195	-43.7027184620392	75.2075571489509
417.838	-43.6303176453475	75.0388906525383
418.481	-43.5683490190281	74.89326387137
419.124	-43.516464744729	74.7615760266908
419.767	-43.4937778648717	74.6314890829705
420.409	-43.4903962891628	74.4822493347343
421.052	-43.4860240135166	74.3123965301467
421.695	-43.4810690782094	74.1219039446049
422.338	-43.4558963079667	73.9120560208111
422.981	-43.4010910047454	73.6966071991071
423.623	-43.3088834245595	73.5024540673608
424.266	-43.2085573387311	73.352848169038
424.909	-43.1292368771103	73.2489436802528
425.552	-43.1077387939805	73.1757686508646
426.195	-43.1806576620137	73.0659581372964
426.838	-43.2780869477036	72.8575580207785
427.48	-43.3235892875096	72.5567682178665
428.123	-43.2537907280315	72.2279465524442
428.766	-43.0836743022586	71.9689854534041
429.409	-42.9184569943795	71.8097133609984
430.052	-42.8115904982032	71.6979626860026
430.695	-42.7514344574324	71.5865456841818
431.337	-42.7183619103385	71.4572724444447
431.98	-42.6937226873319	71.3075643135193
432.623	-42.6685757673894	71.1426158567781
433.266	-42.6420532961881	70.9569842011865
433.909	-42.5785395514977	70.7672689774062
434.552	-42.4984413329569	70.6087682610473
435.194	-42.4380260442445	70.4820831543988
435.837	-42.4148834370908	70.3688728990399
436.48	-42.4444951820656	70.2303728676124
437.123	-42.4892562001777	70.0327721342514
437.766	-42.5031706490572	69.7814981464164
438.409	-42.4614369406838	69.5086036381751
439.051	-42.3666880698566	69.2524080598636
439.694	-42.2475388362374	69.0333858641692
440.337	-42.1304498613549	68.8446829193726
440.98	-42.0154121329202	68.6827470228599
441.623	-41.9277416172494	68.5329492204112
442.265	-41.8489469916864	68.3837416141691
442.908	-41.787591401367	68.2265845027347
443.551	-41.7252804495774	68.0520343306562
444.194	-41.6450441198917	67.8678050050999
444.837	-41.5396153047946	67.6976679803361
445.48	-41.43618335531	67.5525635914892
446.122	-41.3435666163862	67.4370416339864
446.765	-41.3104704552587	67.31016873521
447.408	-41.274098977618	67.1339464340098
448.051	-41.1940789768447	66.9363534692024
448.694	-41.0649967943611	66.7718144219099
449.337	-40.9483096273132	66.6600435870362
449.979	-40.8756143565043	66.575270317938
450.622	-40.8607589714096	66.4674450690663
451.265	-40.8512368482386	66.3120302792672
451.908	-40.8225547405718	66.1214643282434
452.551	-40.7592443190189	65.9161675821824
453.194	-40.6633939694819	65.7186627927121
453.836	-40.5521239525825	65.537644891826
454.479	-40.4258695821924	65.3760731393463
455.122	-40.3010763979125	65.2268306538277
455.765	-40.1537505409287	65.1014455089531
456.408	-40.009593116824	65.0223940922828
457.051	-39.9018590501832	64.9927801859156
457.693	-39.8766099423939	64.9826105491351
458.336	-39.9538834263086	64.9084451578017
458.979	-40.0465464107231	64.7003306330284
459.622	-40.0339619793109	64.391091132935
460.265	-39.8764366021751	64.0906333770005
460.907	-39.6379184182677	63.8841240806137
461.55	-39.4005207746271	63.7921301632669
462.193	-39.2545935150506	63.7490597639686
462.836	-39.1552280883915	63.6827593432484
463.479	-39.0621032583374	63.579226752124
464.122	-38.9288938520642	63.4654215567546
464.764	-38.766937431645	63.3872171972852
465.407	-38.6234332806897	63.3466237043019
466.05	-38.5040530487962	63.3142312936409
466.693	-38.3850017761505	63.2830051988764
467.336	-38.2595557624257	63.2709564837575
467.979	-38.1435842968804	63.2906267388756
468.621	-38.0526847506105	63.3497970999473
469.264	-38.0396096869641	63.405992545465
469.907	-38.0402089536536	63.4197814447647
470.55	-38.0170385029832	63.4233844905783
471.193	-37.9797965800582	63.46431467271
471.836	-37.98393718743	63.560796102245
472.478	-38.0902804929505	63.6693841539757
473.121	-38.2958545415065	63.7005170096524
473.764	-38.4968918928492	63.6297111363173
474.407	-38.6624193481643	63.4875780180097
475.05	-38.7552827468858	63.3230803158936
475.693	-38.8095904810894	63.1793683924583
476.335	-38.8495893444778	63.067834440256
476.978	-38.9067851361871	62.982551091231
477.621	-38.9888217500034	62.9185456401174
478.264	-39.1326466973854	62.8526102953907
478.907	-39.3359119246515	62.7396205658825
479.549	-39.5772372978004	62.5256527864678
480.192	-39.7610446269691	62.2040474627093
480.835	-39.8442653189789	61.834169462651
481.478	-39.8327832760062	61.46893332576
482.121	-39.7402704405491	61.1531518755862
482.764	-39.6170282849175	60.9095339471917
483.406	-39.5004366717817	60.7332380366138
484.049	-39.4258680283769	60.5907742899276
484.692	-39.3750903543599	60.4626888463906
485.335	-39.3687228173396	60.3232913217218
485.978	-39.3595277611416	60.163059194073
486.621	-39.3560382260318	59.9864650878347
487.263	-39.3356195078839	59.7952438730927
487.906	-39.2930219759993	59.6074944100626
488.549	-39.2438488991157	59.4292417948912
489.192	-39.1817042028343	59.2678981031206
489.835	-39.1289582050954	59.1267318044736
490.478	-39.091466693828	58.9900349400486
491.12	-39.0549225257295	58.8609802593622
491.763	-39.0347467739752	58.7484974872531
492.406	-39.0518834171018	58.644730196165
493.049	-39.1303991837182	58.5068260229555
493.692	-39.2278008279363	58.2896104668268
494.335	-39.2850384935184	57.9954266782876
494.977	-39.2685843711115	57.6477939183421
495.62	-39.1362199974139	57.3001855100858
496.263	-38.9072153767738	57.0256455769403
496.906	-38.6393522230988	56.8737102505318
497.549	-38.4237047669107	56.8388528824111
498.191	-38.3146334778278	56.8652415975348
498.834	-38.3294545491082	56.8705394039586
499.477	-38.4161923654227	56.7792127889611
500.12	-38.4760728321351	56.5916344401153
500.763	-38.4728124587251	56.3576111916019
501.406	-38.4003885929447	56.1299524842764
502.048	-38.2916844590609	55.9435372273514
502.691	-38.1826800725672	55.8009840744564
503.334	-38.0929285505887	55.6984915028681
503.977	-38.0602565093366	55.6089770125422
504.62	-38.0834496466767	55.4795973938929
505.263	-38.1152885849965	55.2684729397068
505.905	-38.0765801077108	54.9971374881821
506.548	-37.9438709023297	54.7365530037319
507.191	-37.7609543154786	54.5410478981435
507.834	-37.5883989470108	54.4118596705112
508.477	-37.4592819072635	54.302027758767
509.12	-37.3361679900696	54.1818597857294
509.762	-37.1887881741568	54.075412799813
510.405	-37.0360418924648	54.0195996609858
511.048	-36.9358095378808	54.0084338087315
511.691	-36.9126972397976	53.9828064956025
512.334	-36.9203025706113	53.8954337249721
512.977	-36.8950629257659	53.7607559141375
513.619	-36.8244528383627	53.6282323610033
514.262	-36.7385511214445	53.5259916216665
514.905	-36.6648225067666	53.4618343269323
515.548	-36.6497772823315	53.4002745465758
516.191	-36.6669041751352	53.2918834006819
516.833	-36.664610021596	53.1386404848026
517.476	-36.632136659389	52.9587202102139
518.119	-36.55463177238	52.7785188927657
518.762	-36.4530952498046	52.6072426095514
519.405	-36.3101968198763	52.4552615398592
520.048	-36.1275397372103	52.3744564261473
520.69	-35.9943969034027	52.3704563286161
521.333	-35.9456353145741	52.3810692629546
521.976	-35.9535692028307	52.3490439836186
522.619	-35.9564341196007	52.2786255182833
523.262	-35.9571306051867	52.1963723942861
523.905	-35.9652610324414	52.1205575250817
524.547	-36.0306983233906	52.0102906530512
525.19	-36.0956657247315	51.81549195571
525.833	-36.0933207864048	51.5535382534265
526.476	-35.9888229472074	51.2800513064136
527.119	-35.7899363511681	51.0701684462117
527.762	-35.571057200595	50.9627067068705
528.404	-35.4020077597466	50.9336068774634
529.047	-35.3083591011825	50.9182581035018
529.69	-35.2479141793868	50.879222584291
530.333	-35.1914070692447	50.8241689550624
530.976	-35.1352734822935	50.7723253148862
531.619	-35.1031499892505	50.7177705346784
532.261	-35.0803795511525	50.6450274062427
532.904	-35.0502862270243	50.5638755146367
533.547	-35.0223851621912	50.4958731022152
534.19	-35.0441872418679	50.4012168561429
534.833	-35.0518393722275	50.2522777743201
535.475	-35.0212881032697	50.0528650284884
536.118	-34.8847960561913	49.8620407318943
536.761	-34.6922093516992	49.7643830917418
537.404	-34.5435767596526	49.7560501677544
538.047	-34.4754088718431	49.7724940178991
538.69	-34.4615238623663	49.7576395639829
539.332	-34.4491356785885	49.7135549116709
539.975	-34.440667588676	49.657148871883
540.618	-34.4368685332508	49.5922765602356
541.261	-34.442133072145	49.5103779184778
