0.000000000000000000e+00 2.800000000000000000e+02 2.800000000000000000e+02
5.073227604419999892e+01 -5.055512000000000228e+01 1.313287060000000110e+03
5.178079685269999999e+01 -5.053880999999999801e+01 1.299038109999999961e+03
5.290997310809999732e+01 -5.052232999999999663e+01 1.285091079999999920e+03
5.403914936350000175e+01 -5.050569000000000131e+01 1.271436439999999948e+03
5.508767017200000282e+01 -5.048888000000000176e+01 1.258065000000000055e+03
5.621684642740000015e+01 -5.047191000000000116e+01 1.244968069999999898e+03
5.734602268270000280e+01 -5.045477000000000345e+01 1.232137199999999893e+03
5.839454349129999855e+01 -5.043748000000000076e+01 1.219564290000000028e+03
5.952371974660000120e+01 -5.042002000000000095e+01 1.207241639999999961e+03
6.065289600199999853e+01 -5.040240000000000009e+01 1.195161890000000085e+03
6.170141681049999960e+01 -5.038461000000000212e+01 1.183317790000000059e+03
6.283059306589999693e+01 -5.036666999999999916e+01 1.171702539999999999e+03
6.395976932119999958e+01 -5.034855999999999909e+01 1.160309479999999894e+03
6.500829012980000243e+01 -5.033028999999999797e+01 1.149132409999999936e+03
6.613746638509999798e+01 -5.031186999999999898e+01 1.138165070000000014e+03
6.726664264049999531e+01 -5.029328000000000287e+01 1.127401599999999917e+03
6.831516344899999638e+01 -5.027452999999999861e+01 1.116836399999999912e+03
6.944433970439999371e+01 -5.025562999999999647e+01 1.106463960000000043e+03
7.057351595970000346e+01 -5.023655999999999722e+01 1.096279089999999997e+03
7.162203676830000632e+01 -5.021734000000000009e+01 1.086276699999999892e+03
7.275121302360000186e+01 -5.019794999999999874e+01 1.076451849999999922e+03
7.388038927899999919e+01 -5.017840999999999951e+01 1.066799950000000081e+03
7.492891008750000026e+01 -5.015872000000000241e+01 1.057316319999999905e+03
7.605808634289999759e+01 -5.013886000000000109e+01 1.047996599999999944e+03
7.718726259829999492e+01 -5.011885000000000190e+01 1.038836540000000014e+03
7.823578340679999599e+01 -5.009868000000000166e+01 1.029832130000000006e+03
7.936495966219999332e+01 -5.007835000000000036e+01 1.020979439999999954e+03
8.049413591750000307e+01 -5.005787000000000120e+01 1.012274530000000027e+03
8.154265672610000593e+01 -5.003723999999999705e+01 1.003713730000000055e+03
8.267183298140000147e+01 -5.001644999999999897e+01 9.952935400000000072e+02
8.380100923679999880e+01 -4.999549999999999983e+01 9.870104300000000421e+02
8.484953004529999987e+01 -4.997440000000000282e+01 9.788610700000000406e+02
8.597870630069999720e+01 -4.995315000000000083e+01 9.708422799999999597e+02
8.710788255600000696e+01 -4.993173999999999779e+01 9.629508899999999585e+02
8.815640336459999560e+01 -4.991017999999999688e+01 9.551838800000000447e+02
8.928557961990000535e+01 -4.988846999999999809e+01 9.475383299999999736e+02
9.033410042849999400e+01 -4.986659999999999826e+01 9.400113099999999804e+02
9.146327668380000375e+01 -4.984458000000000055e+01 9.326001599999999598e+02
9.259245293920000108e+01 -4.982242000000000104e+01 9.253021999999999707e+02
9.372162919449999663e+01 -4.980010000000000048e+01 9.181148299999999836e+02
9.477015000309999948e+01 -4.977763000000000204e+01 9.110354599999999436e+02
9.589932625839999503e+01 -4.975500999999999863e+01 9.040618399999999610e+02
9.694784706699999788e+01 -4.973223999999999734e+01 8.971913799999999810e+02
9.807702332229999342e+01 -4.970931999999999817e+01 8.904219900000000507e+02
9.920619957770000497e+01 -4.968625000000000114e+01 8.837512400000000525e+02
1.002547203860000025e+02 -4.966302999999999912e+01 8.771772099999999455e+02
1.013838966419999963e+02 -4.963967000000000240e+01 8.706975599999999531e+02
1.025130728970000007e+02 -4.961614999999999753e+01 8.643104600000000346e+02
1.036422491520000051e+02 -4.959248999999999796e+01 8.580138100000000350e+02
1.046907699610000009e+02 -4.956868999999999659e+01 8.518056900000000269e+02
1.058199462160000053e+02 -4.954473000000000127e+01 8.456843499999999949e+02
1.068684670250000011e+02 -4.952062999999999704e+01 8.396477800000000116e+02
1.079976432800000055e+02 -4.949638999999999811e+01 8.336943899999999985e+02
1.091268195349999957e+02 -4.947200000000000131e+01 8.278223500000000286e+02
1.102559957910000037e+02 -4.944745999999999952e+01 8.220299800000000232e+02
1.113045165989999958e+02 -4.942278999999999911e+01 8.163157800000000179e+02
1.124336928550000039e+02 -4.939795999999999765e+01 8.106780700000000479e+02
1.135628691099999941e+02 -4.937299999999999756e+01 8.051153600000000097e+02
1.146113899190000041e+02 -4.934788999999999959e+01 7.996260600000000522e+02
1.157405661739999942e+02 -4.932263999999999982e+01 7.942088999999999714e+02
1.167890869830000042e+02 -4.929724000000000217e+01 7.888622299999999541e+02
1.179182632379999944e+02 -4.927170999999999879e+01 7.835848700000000235e+02
1.190474394929999988e+02 -4.924602999999999753e+01 7.783753199999999879e+02
1.200959603019999946e+02 -4.922021000000000157e+01 7.732323099999999840e+02
1.212251365569999990e+02 -4.919425999999999988e+01 7.681546899999999596e+02
1.223543128120000034e+02 -4.916816000000000031e+01 7.631410399999999754e+02
1.234028336209999992e+02 -4.914191999999999894e+01 7.581901699999999664e+02
1.245320098760000036e+02 -4.911554999999999893e+01 7.533010199999999941e+02
1.256611861319999974e+02 -4.908903999999999712e+01 7.484723099999999931e+02
1.267097069400000038e+02 -4.906239000000000061e+01 7.437030600000000504e+02
1.278388831959999976e+02 -4.903560000000000230e+01 7.389919999999999618e+02
1.289680594509999878e+02 -4.900867000000000218e+01 7.343381399999999530e+02
1.300165802600000120e+02 -4.898161000000000342e+01 7.297404599999999846e+02
1.311457565149999880e+02 -4.895441000000000287e+01 7.251979000000000042e+02
