950.0,	0.595724646052,	-0.122461070407
953.333333333,	0.578790790812,	-0.126461422699
956.666666667,	0.573844080529,	-0.112527492029
960.0,	0.596201143256,	-0.0862259631509
963.333333333,	0.607363293689,	-0.0867604957407
966.666666667,	0.616033411576,	-0.0978495893693
970.0,	0.634433975013,	-0.0901260361676
973.333333333,	0.655796189542,	-0.0965487423702
976.666666667,	0.676397948958,	-0.0957317301784
980.0,	0.698443600312,	-0.0721572025873
983.333333333,	0.708123498325,	-0.0726481458743
986.666666667,	0.707705062904,	-0.084924141907
990.0,	0.727825098446,	-0.0724946362281
993.333333333,	0.757589206713,	-0.053668021935
996.666666667,	0.77994386919,	-0.0424836431673
1000.0,	0.803813842457,	-0.0327912531653
1003.33333333,	0.827249986894,	-0.022109051601
1006.66666667,	0.848667097559,	-0.00732532504754
1010.0,	0.873844687872,	0.00657492413866
1013.33333333,	0.900135600889,	0.0220568871339
1016.66666667,	0.932655760013,	0.0467462510346
1020.0,	0.965782323064,	0.0696803323574
1023.33333333,	0.989971781778,	0.0881175487419
1026.66666667,	1.02177894467,	0.112374698071
1030.0,	1.055746718,	0.144865415528
1033.33333333,	1.07684217296,	0.178241796394
1036.66666667,	1.0964763318,	0.206222399632
1040.0,	1.12048725918,	0.232498687018
1043.33333333,	1.14774406091,	0.266078016568
1046.66666667,	1.16938861507,	0.303275354323
1050.0,	1.18482309819,	0.3398038443
1053.33333333,	1.20209992318,	0.379213968078
1056.66666667,	1.21860392186,	0.414267051414
1060.0,	1.23224551633,	0.446607119986
1063.33333333,	1.24165828157,	0.489361545965
1066.66666667,	1.24938534656,	0.539090855042
1070.0,	1.26187597779,	0.589718790501
1073.33333333,	1.27651636529,	0.634053854067
1076.66666667,	1.28177126319,	0.67518297187
1080.0,	1.28331224816,	0.725928981163
1083.33333333,	1.28481262695,	0.781445513677
1086.66666667,	1.28873717619,	0.83034374621
1090.0,	1.2966469509,	0.87334404179
1093.33333333,	1.30396964557,	0.923641876418
1096.66666667,	1.31493260567,	0.980716604748
1100.0,	1.33621553104,	1.04441822493
1103.33333333,	1.36579645064,	1.13807547193
1106.66666667,	1.39997542594,	1.26783367407
1110.0,	1.42377640123,	1.43912627993
1113.33333333,	1.40774615983,	1.69095553849
1116.66666667,	1.30901088065,	2.02276718513
1120.0,	1.06182217555,	2.37528450485
1123.33333333,	0.649372438966,	2.6628663737
1126.66666667,	0.127878070538,	2.78881707464
1130.0,	-0.423082718683,	2.71364876755
1133.33333333,	-0.914495255586,	2.44294926845
1136.66666667,	-1.25374298401,	2.02554690552
1140.0,	-1.40616465377,	1.55115494122
1143.33333333,	-1.38947276522,	1.12095007583
1146.66666667,	-1.27150548876,	0.795665993382
1150.0,	-1.11926786481,	0.566968058362
1153.33333333,	-0.966641935652,	0.407641960404
1156.66666667,	-0.824964846591,	0.294882130242
1160.0,	-0.696610472898,	0.217802959023
1163.33333333,	-0.592661899268,	0.168706576953
1166.66666667,	-0.505355184087,	0.133521628608
1170.0,	-0.427157023343,	0.106154404422
1173.33333333,	-0.3638717415,	0.0894064010817
1176.66666667,	-0.317514915394,	0.0789239358181
1180.0,	-0.280074846767,	0.0700542397277
1183.33333333,	-0.242625851501,	0.0646448813759
1186.66666667,	-0.208505678773,	0.0652785548289
1190.0,	-0.188186189,	0.0645523856675
1193.33333333,	-0.179451124301,	0.0602151895144
1196.66666667,	-0.171732093836,	0.0556450495937
1200.0,	-0.167417539207,	0.0488450466883

