925.257142857,	0.414602221546,	-0.0305153566884
926.171428571,	0.414912495442,	-0.025146770557
927.085714286,	0.415484722629,	-0.02626234684
928.0,	0.41619298017,	-0.0337994174874
928.914285714,	0.417237144123,	-0.0467549847673
929.828571429,	0.419366829139,	-0.0633077457084
930.742857143,	0.423498528811,	-0.0813174160331
931.657142857,	0.430140658463,	-0.0987376817746
932.571428571,	0.439145866512,	-0.113698909513
933.485714286,	0.449825164688,	-0.124505085177
934.4,	0.461104954957,	-0.129790730249
935.314285714,	0.471605385242,	-0.128815267277
936.228571429,	0.479798821132,	-0.121742237719
937.142857143,	0.484375639858,	-0.109744982818
938.057142857,	0.484708228339,	-0.0948233245978
938.971428571,	0.481132222829,	-0.0793456276757
939.885714286,	0.474818116157,	-0.0655170402323
940.8,	0.467273747199,	-0.0550388330692
941.714285714,	0.459797924574,	-0.0490525778454
942.628571429,	0.4532397656,	-0.0482179995051
943.542857143,	0.448158579718,	-0.0527075152214
944.457142857,	0.445161971242,	-0.0620495093005
945.371428571,	0.445085572441,	-0.0749671859632
946.285714286,	0.448794766905,	-0.0894727818499
947.2,	0.456651713132,	-0.103334692179
948.114285714,	0.468019280271,	-0.114710356448
949.028571429,	0.481240185737,	-0.122605585167
949.942857143,	0.494115936387,	-0.126957980779
950.857142857,	0.50451980562,	-0.128338243099
951.771428571,	0.510852625308,	-0.127474791459
952.685714286,	0.512321267344,	-0.124899741121
953.6,	0.509106386871,	-0.120864652178
954.514285714,	0.502391868951,	-0.115458453609
955.428571429,	0.494166749691,	-0.108773039754
956.342857143,	0.486771067856,	-0.101000332865
957.257142857,	0.482280995773,	-0.0924275840741
958.171428571,	0.481932876445,	-0.0833736749618
959.085714286,	0.485805181888,	-0.0741441234122
960.0,	0.492879988361,	-0.0650542761743
960.914285714,	0.501439186382,	-0.0564983507945
961.828571429,	0.509623248198,	-0.0489863759827
962.742857143,	0.51595044485,	-0.0430829917523
963.657142857,	0.519641034323,	-0.0392548617529
964.571428571,	0.520681797628,	-0.0377019229113
965.485714286,	0.519669276533,	-0.0382579391417
966.4,	0.517539471378,	-0.0404064314338
967.314285714,	0.515301602622,	-0.0434048064254
968.228571429,	0.513855236576,	-0.046464085594
969.142857143,	0.513909419495,	-0.0489120534864
970.057142857,	0.515967311129,	-0.0502925822572
970.971428571,	0.520319293689,	-0.0504038265521
971.885714286,	0.527011194878,	-0.0493002950332
972.8,	0.535797674748,	-0.0472680052338
973.714285714,	0.546119029904,	-0.0447668758027
974.628571429,	0.557138286945,	-0.0423394148451
975.542857143,	0.567854056352,	-0.0404964762212
976.457142857,	0.577278515862,	-0.0396010427483
977.371428571,	0.584645366469,	-0.0397811114681
978.285714286,	0.589590610325,	-0.0409051144077
979.2,	0.592239268117,	-0.0426335568138
980.114285714,	0.593153483443,	-0.044521310246
981.028571429,	0.593157530824,	-0.0461168676161
981.942857143,	0.593117829807,	-0.0470209165023
982.857142857,	0.593766003961,	-0.04691735988
983.771428571,	0.595602114779,	-0.0456187115939
984.685714286,	0.598861374825,	-0.0431367115002
985.6,	0.603520982473,	-0.0397349939562
986.514285714,	0.609344124706,	-0.0359090208129
987.428571429,	0.615956909399,	-0.0322805612682
988.342857143,	0.622929397251,	-0.0294464154385
